,제목,가수,가사,좋아요
89,아모르 파티,이홍기 (FT아일랜드),"산다는 게 다 그런거지
누구나 빈 손으로 와
소설 같은 한 편의 얘기들을
세상에 뿌리며 살지
자신에게 실망하지 마
모든 걸 잘할 순 없어
오늘보다 더 나은 내일이면 돼
인생은 지금이야
아모르 파티 아모르 파티
인생이란 붓을 들고서
무엇을 그려야 할지
고민하고 방황하던 시간이
없다면 거짓말이지
말해 뭐해 쏜 화살처럼
사랑도 지나 갔지만
그 추억들 눈이 부시면서도
슬펐던 행복이여
나이는 숫자
마음이 진짜
가슴이 뛰는 대로 가면 돼
이제는 더이상 슬픔이여 안녕
왔다 갈 한번의 인생아
연애는 필수
결혼은 선택
가슴이 뛰는 대로 하면 돼
눈물은 이별의 거품일 뿐이야
다가올 사랑은 두렵지 않아
아모르 파티 아모르 파티
말해 뭐해 쏜 화살처럼
사랑도 지나 갔지만
그 추억들 눈이 부시면서도
슬펐던 행복이여
나이는 숫자
마음이 진짜
가슴이 뛰는 대로 가면 돼
이제는 더이상 슬픔이여 안녕
왔다 갈 한번의 인생아
연애는 필수
결혼은 선택
가슴이 뛰는 대로 하면 돼
눈물은 이별의 거품일 뿐이야
다가올 사랑은 두렵지 않아
아모르 파티
아모르 파티
아모르 파티
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",236
90,사랑 참,이지훈,"잡힐 듯 잡히지 않는
사랑이 너무 아쉬워
다가가면 더 멀어지는
사랑 참 힘드네요
참을 만해요 괜찮아요
힘들면 좀 어때요
사랑을 잃은 아픔보다
참는 게 더 쉬워요
들리나요 사랑아
내 슬픈 사랑아
보이나요 사랑아
내 아픈 사랑아

참을 만해요 괜찮아요
힘들면 좀 어때요
사랑을 잃은 아픔보다
참는 게 더 쉬워요
들리나요 사랑아
내 슬픈 사랑아
보이나요 사랑아
내 아픈 사랑아
사랑 참 힘드네요
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",8
91,숨어 우는 바람소리,전유진,"갈대밭이 보이는 언덕
통나무집 창가에
길 떠난 소녀같이
하얗게 밤을 새우네
김이 나는 차 한잔을
마주하고 앉으면
그 사람 목소린가
숨어 우는 바람소리
둘이서 걷던 갈대밭 길에
달은 지고 있는데
잊는다 하고 무슨 이유로
눈물이 날까요
아 아아
길 잃은 사슴처럼
그리움이 돌아오면
쓸쓸한 갈대 숲에
숨어 우는 바람소리
둘이서 걷던 갈대밭 길에
달은 지고 있는데
잊는다 하고 무슨 이유로
눈물이 날까요
아 아아
길 잃은 사슴처럼
그리움이 돌아오면
쓸쓸한 갈대 숲에
숨어 우는 바람소리
둘이서 걷던 갈대밭 길에
달은 지고 있는데
잊는다 하고 무슨 이유로
눈물이 날까요
아 아아
길 잃은 사슴처럼
그리움이 돌아오면
쓸쓸한 갈대 숲에
숨어 우는 바람소리
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",80
92,사랑해요 그대를,임영웅,"너무나 고마운 사람
너무나 따뜻한 사람
한 번도 잊어본 적 없는
내 마음속에 그 사람

나 그대 생각만 해도
가슴이 뭉클해지고
그런 당신 내 곁에 있어
나는 행복한 사람

그대는 나만의 사랑
그대는 나만의 행복
세월 가도 영원히
당신은 나만의 사랑

사랑해요 그대를
사랑해요 그대를
이 생명 다할 때까지
당신은 내 사랑

사랑해요 그대를 
사랑해요 그대를
이 생명 다할 때까지 
당신은 내사랑

그대는 나만의 사랑
그대는 나만의 행복
세월 가도 영원히
당신은 나만의 사랑

사랑해요 그대를
사랑해요 그대를
이 생명 다할 때까지
당신은 내 사랑

사랑해요 그대를
사랑해요 그대를
이 생명 다할 때까지
당신은 내 사랑
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,948"
93,당돌한 여자,서주경,"일부러 안웃는 거 맞죠 
나에게만 차가운 거 맞죠 
알아요 그대 마음을 
내게 빠질까봐 두려운 거죠
 
그대는 그게 매력이에요 
관심없는 듯한 말투, 눈빛 
하지만 그대 시선을 
나는 안보고도 느낄 수 있죠

집으로 들어가는 길인가요 
그대의 어깨가 무거워 보여
이런 나 당돌한가요 술 한잔 사주실래요 

야이 야이 야이 야이 날봐요 
우리 마음 속이지는 말아요 
날 기다렸다고 
먼저 얘기하면 손해라도 보나요 

야이 야이 야이 야이 말해요 
그대 여자 되달라고 말해요 
난 이미 오래 전 그대 여자이고 싶었어요 

애인이 없다는 거 맞죠 
혹시 숨겨둔 건 아니겠죠 
믿어요 그대의 말을 
행여 있다해도 양보는 싫어 

그대는 그게 맘에 들어 
여자 많은 듯한 겉모습에
사실은 아무에게나 
마음 주지 않는 그런 남자죠

집으로 들어가는 길인가요 
그대의 어깨가 무거워 보여
이런 나 당돌한가요 술 한잔 사주실래요 

야이 야이 야이 야이 날봐요 
우리 마음 속이지는 말아요
날 기다렸다고 
먼저 얘기하면 손해라도 보나요 

야이 야이 야이 야이 말해요 
그대 여자 되달라고 말해요
난 이미 오래전 그대 여자이고 싶었어요
bugsmanager 님이 등록해 주신 가사입니다.
가사 오류 제보","58,395"
94,천년학 (Long version),김용임,"님 만나러 가는 길이 가시밭 길이라도
당신이면 마다 않고 저 세상도 따르겠네
무거워진 발 걸음도 새털같고
칠흑 같은 밤중에도 대낮 같은데
아 아 아 아아아 그 님은 어디있나
하루를 천년같이 찾아 헤메이는 애달픈 한사람의
음 천년학 사연
밤을 새워 산까치는 눈물로 지새는데
그 님은 소식 없고 긴 한숨만 쌓여가네
무거워진 발 걸음도 새털같고
칠흑 같은 밤중에도 대낮 같은데
아 아 아 아아아 그림은 어디있나
하루를 천년같이 찾아 헤메이는 애달픈 한 사람의
음 천년학 사연
애달픈 한 사람의
음 천년학 사연
a2474 님이 등록해 주신 가사입니다.
가사 오류 제보",25
95,일편단심 민들레야,임영웅,"님 주신 밤에 씨 뿌렸네
사랑의 물로 꽃을 피웠네
처음 만나 맺은 마음
일편단심 민들레야
그 여름 어인 광풍
그 여름 어인 광풍
낙엽지듯 가시었네
행복했던 장미인생
비 바람에 꺾이니
나는 한 떨기 슬픈 민들레야
긴 세월을 하루 같이
하늘만 쳐다보니
그 이의 목소리는
어디에서 들을까
일편단심 민들레는
일편단심 민들레는
떠나지 않으리라
해가 뜨면 달이 가고
낙엽지니 눈보라치네
기다리고 기다리는
일편단심 민들레야
가시 밭길 산을 넘고
가시 밭길 산을 넘고
강을 건너 찾아왔소
행복했던 장미인생
비 바람에 꺾이니
나는 한 떨기 슬픈 민들레야
긴 세월을 하루 같이
하늘만 쳐다보니
그 이의 목소리는
어디에서 들을까
일편단심 민들레는
일편단심 민들레는
떠나지 않으리라
떠나지 않으리라
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,004"
96,사랑역,임영웅,"돌고 돌아 사랑역
다시 한번 내렸네
아픔만 두고 떠나가는
저 기차는 말이 없는데
이리 갈까 저리 갈까
몇 번을 물어보아도
돌아온 대답은 멀어지는
멀어지는 기적 소리뿐
아 아 아 사랑역 나에겐 눈물역
돌고 돌아 사랑역
다시 한번 내렸네
상처만 두고 떠나가는
저 기차는 말이 없는데
남은 짐 구겨 넣고
돌아서는 내 모습이
마주친 대합실 창 너머로
쓸쓸히 웃음 짓는다
아 아 아 사랑역 나에겐 눈물역
이리 갈까 저리 갈까
몇 번을 물어보아도
돌아온 대답은 멀어지는
멀어지는 기적 소리뿐
아 아 아 사랑역 나에겐 눈물역
나에겐 눈물역
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,942"
97,삶,나훈아,"삶이란 인생이라는 마당에서
한 세월 놀다가 가는 거지
삶이란 인생이라는 무대에서
한바탕 울다 웃다 가는 거지
살다가 또 살다가 지칠 때면
헛춤에다 한 곡조 뽑아도 보고
뜬구름 쫓다가 헛발질도 하고
삶이란 그저 허무일세
나나나 나나 나나나나
삶이란 인생이라는 세상에서
사랑에 목숨 한 번 걸어보고
삶이란 인생이라는 소설 속에
우리는 모두가 나그넨걸
울다가 또 울다가 펑펑 울다가
다시 히히 웃으며 행복해하고
아무리 더하고 나누어 봐도
삶이란 그냥 본전일세
삶이란 그저 허무일세
나나나 나나 나나나나
삶이란 그래 그런 걸세
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",63
98,명자!,나훈아,"나 어릴 적에 개구졌지만
픽하면 울고 꿈도 많았지
깔깔거리며 놀던 옥희 순이
지금 어디서 어떻게 변했을까
자야자야 명자야
불러샀던 아버지
술심부름에 이골 났었고
자야자야 명자야
찾아샀던 어머니
청소해라 동생 업어줘라
어스름 저녁 북녘하늘 별 하나
눈물 너머로 반짝반짝 거리네
나 어릴 적에 동네사람들
고 놈 예쁘다 소리 들었고
깐죽거리며 못된 철이 훈아
지금 얼마나 멋지게 변했을까
자야자야 명자야
불러샀던 아버지
약심부름에 반 의사됐고
자야자야 명자야
찾아샀던 어머니
팔다리 허리 주물러다 졸고
노을 저편에 뭉게구름 사이로
추억 별들이 반짝반짝 거리네
눈물 너머로 반짝반짝 거리네
자야자야 명자야 무서웠던 아버지
술 깨시면 딴사람 되고
자야자야 명자야 가슴 아픈 어머니
아이고 내 새끼 달래시며 울고
세월은 흘러 모두 세상 떠나시고
저녁별 되어 반짝반짝 거리네
눈물 너머로 반짝반짝 거리네
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",264
99,무심세월 (無心歲月),나훈아,"무심한 세월아 냉정한 세월아
너는 어찌 그리도 빠르니
너 따라 가려니 이젠 힘이 들구나
우리 잠시 쉬었다가자
얄궂은 세월아 변덕쟁이 세월아
나 어릴 땐 그리도 늦더니
숨 가쁜 한 세상 앞만 보고 왔는데
어서 따라 오라는 세월
나는 쉬엄쉬엄 쉬며 갈 테다
허리 한번 쭉 펴고
좋은 사람들과 놀다 갈 테니
제발 나 좀 두고 가거라
함께 온 세월아 오랜 친구 세월아
우리 잠시 헤어졌다가
이다음 천천히 만났으면 좋겠다
너 혼자만 먼저 가거라
너 혼자만 먼저 가거라
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",166
